"job_id","source_job_id_key","apply_url_canonical","consecutive_misses","first_seen_at","last_seen_at","last_seen_run_id","listing_id","posted_at","posted_at_quality","posted_at_raw","source","source_job_id","source_url","status"
"1d848b1c-59cf-4002-b503-cd2b7ede2a45","workday#rbc:/job/TORONTO-Ontario-Canada/Lead-Software-Engineer_R-0000173288-2","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/TORONTO-Ontario-Canada/Lead-Software-Engineer_R-0000173288-2","0","2026-08-05T19:08:02.571584+00:00","2026-08-05T19:08:02.571584+00:00","lambda-2026-08-05T19:07:39.515080+00:00","ae90ab29-c69c-4c34-896d-a7579db55d61","2026-07-17T19:08:02.571584+00:00","relative","Posted 19 Days Ago","workday","rbc:/job/TORONTO-Ontario-Canada/Lead-Software-Engineer_R-0000173288-2","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/TORONTO-Ontario-Canada/Lead-Software-Engineer_R-0000173288-2","active"
"e530f917-190f-4e1f-b1f1-d75e59e497b2","workday#td:/job/TD-Terrace---160-Front-Street-West-Corporate-Toronto-Ontario/Software-Engineer-III_R_1500774","https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/TD-Terrace---160-Front-Street-West-Corporate-Toronto-Ontario/Software-Engineer-III_R_1500774","0","2026-08-05T19:07:44.094580+00:00","2026-08-05T19:07:44.094580+00:00","lambda-2026-08-05T19:07:39.515080+00:00","1bcdbdd0-1446-493b-8084-75c9531f2172","","inferred","Posted Yesterday","workday","td:/job/TD-Terrace---160-Front-Street-West-Corporate-Toronto-Ontario/Software-Engineer-III_R_1500774","https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/TD-Terrace---160-Front-Street-West-Corporate-Toronto-Ontario/Software-Engineer-III_R_1500774","active"
"f1afef28-8dd7-4ed2-aedc-1bd61bfbcaaa","indeed#2e4a2f4c2ebfae08","http://ca.indeed.com/job/programmer-2e4a2f4c2ebfae08","0","2026-08-05T19:24:06.921147+00:00","2026-08-05T19:24:06.921147+00:00","lambda-2026-08-05T19:24:04.755697+00:00","70006c14-b161-4e80-aefe-ca0a321ef0ad","2026-08-05T00:00:00","exact","2026-08-05","indeed","2e4a2f4c2ebfae08","https://ca.indeed.com/viewjob?jk=2e4a2f4c2ebfae08","active"
"8cdfb6fb-4a15-4bc4-b30b-6a7374be67c8","workday#cibc:/job/Chicago-IL/Group-Portfolio---Construction-Lending-Manager_2615737","https://cibc.wd3.myworkdayjobs.com/search/job/Chicago-IL/Group-Portfolio---Construction-Lending-Manager_2615737","0","2026-08-05T19:07:54.928355+00:00","2026-08-05T19:07:54.928355+00:00","lambda-2026-08-05T19:07:39.515080+00:00","1082a236-80a9-4ab0-bc1b-64d1e304869e","2026-07-30T19:07:54.928355+00:00","relative","Posted 6 Days Ago","workday","cibc:/job/Chicago-IL/Group-Portfolio---Construction-Lending-Manager_2615737","https://cibc.wd3.myworkdayjobs.com/search/job/Chicago-IL/Group-Portfolio---Construction-Lending-Manager_2615737","active"
"f72f27d1-9c8f-4bc2-960d-8ffa03066518","workday#rbc:/job/Minneapolis-Minnesota-United-States-of-America/Software-Engineer_R-0000175092-1","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/Minneapolis-Minnesota-United-States-of-America/Software-Engineer_R-0000175092-1","0","2026-08-05T18:31:57.996052+00:00","2026-08-05T19:08:00.010753+00:00","lambda-2026-08-05T19:07:39.515080+00:00","ef8bec4f-fb45-4f6e-8548-089a8c971605","2026-07-17T19:08:00.010753+00:00","relative","Posted 19 Days Ago","workday","rbc:/job/Minneapolis-Minnesota-United-States-of-America/Software-Engineer_R-0000175092-1","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/Minneapolis-Minnesota-United-States-of-America/Software-Engineer_R-0000175092-1","active"
"8eda11f6-b258-4840-bd67-6913c4ba9c8a","linkedin#4449600292","https://www.linkedin.com/jobs/view/4449600292","0","2026-08-05T18:21:16.496349+00:00","2026-08-05T19:24:23.396595+00:00","lambda-2026-08-05T19:24:04.755697+00:00","2c82e6e2-00bd-4066-a252-085a10f0eeeb","","unknown","","linkedin","4449600292","https://www.linkedin.com/jobs/view/4449600292","active"
"55a9d48d-5569-4680-ba61-c21ab0d76ec2","linkedin#4449106575","https://www.linkedin.com/jobs/view/4449106575","0","2026-08-05T18:21:16.428329+00:00","2026-08-05T19:24:23.262137+00:00","lambda-2026-08-05T19:24:04.755697+00:00","10aafe08-624f-4af1-b8f9-60c10ee0fcc7","","unknown","","linkedin","4449106575","https://www.linkedin.com/jobs/view/4449106575","active"
"b53f6978-4fe9-4a5e-bac7-0d786a5c27ce","indeed#862f15b971a05346","https://generalmotors.wd5.myworkdayjobs.com/en-US/Careers_GM/job/Markham-Ontario-Canada/Staff-Android-Developer---Infotainment_JR-202616043","0","2026-08-05T18:20:38.196307+00:00","2026-08-05T18:21:01.252082+00:00","lambda-2026-08-05T18:20:59.911660+00:00","cccb1220-f305-47b3-b4bf-59a98803ceb2","2026-08-04T00:00:00","exact","2026-08-04","indeed","862f15b971a05346","https://ca.indeed.com/viewjob?jk=862f15b971a05346","active"
"04cf11a3-a8ab-4c52-b1aa-58322b9f2e88","indeed#257676bcafe8d158","https://grnh.se/iednqc427us","0","2026-08-05T19:24:06.646985+00:00","2026-08-05T19:24:06.646985+00:00","lambda-2026-08-05T19:24:04.755697+00:00","de926003-e241-424d-8a3f-8f4dc646be53","2026-08-05T00:00:00","exact","2026-08-05","indeed","257676bcafe8d158","https://ca.indeed.com/viewjob?jk=257676bcafe8d158","active"
"6479e31b-f98b-4205-aa8c-76b4d3b14212","indeed#fde71365630d10be","https://petalmd.recruitee.com/l/en/o/software-architect-platform-services","0","2026-08-05T18:20:37.882291+00:00","2026-08-05T19:20:42.581855+00:00","lambda-2026-08-05T19:20:36.238397+00:00","1288b8d6-4c3d-476a-96b9-9f9672358990","2026-08-05T00:00:00","exact","2026-08-05","indeed","fde71365630d10be","https://ca.indeed.com/viewjob?jk=fde71365630d10be","active"
"4dc2fc85-1f28-46f5-b667-97f1506f0dfd","workday#td:/job/Toronto-Ontario/Software-Engineer-II--AI-Integration-_R_1500580-1","https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Toronto-Ontario/Software-Engineer-II--AI-Integration-_R_1500580-1","0","2026-08-05T19:07:48.497672+00:00","2026-08-05T19:07:48.497672+00:00","lambda-2026-08-05T19:07:39.515080+00:00","527c4dab-8d82-404c-b90f-5c7d9e25b057","2026-07-28T19:07:48.497672+00:00","relative","Posted 8 Days Ago","workday","td:/job/Toronto-Ontario/Software-Engineer-II--AI-Integration-_R_1500580-1","https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Toronto-Ontario/Software-Engineer-II--AI-Integration-_R_1500580-1","active"
"ad9c4055-5358-4514-9760-228fa2e71326","indeed#9a922a119f3e74d8","https://xtractone.bamboohr.com/careers/217","0","2026-08-05T19:20:42.367527+00:00","2026-08-05T19:24:06.987278+00:00","lambda-2026-08-05T19:24:04.755697+00:00","a6a7951a-8d67-483a-8f43-c3b1813fd702","2026-08-05T00:00:00","exact","2026-08-05","indeed","9a922a119f3e74d8","https://ca.indeed.com/viewjob?jk=9a922a119f3e74d8","active"
"cd2cdd61-b9e4-4fa8-99f0-02325c3f544d","workday#cibc:/job/Toronto-ON/Sr-Consultant--Full-Stack-Application-Developer_2615676","https://cibc.wd3.myworkdayjobs.com/search/job/Toronto-ON/Sr-Consultant--Full-Stack-Application-Developer_2615676","0","2026-08-05T19:07:53.464979+00:00","2026-08-05T19:07:53.464979+00:00","lambda-2026-08-05T19:07:39.515080+00:00","01ebe17a-8307-412d-a5a1-b42466f87cb2","","inferred","Posted Yesterday","workday","cibc:/job/Toronto-ON/Sr-Consultant--Full-Stack-Application-Developer_2615676","https://cibc.wd3.myworkdayjobs.com/search/job/Toronto-ON/Sr-Consultant--Full-Stack-Application-Developer_2615676","active"
"396c39dc-de76-4625-88c6-01603925ea8a","linkedin#4446697364","https://www.linkedin.com/jobs/view/4446697364","0","2026-08-05T18:20:46.874326+00:00","2026-08-05T19:24:23.494635+00:00","lambda-2026-08-05T19:24:04.755697+00:00","87f369ce-db9c-4767-be38-1e45254c63b3","","unknown","","linkedin","4446697364","https://www.linkedin.com/jobs/view/4446697364","active"
"2daffd77-3e21-46ec-98c4-7213baaa5d8e","linkedin#4440907171","https://www.linkedin.com/jobs/view/4440907171","0","2026-08-05T19:24:23.650655+00:00","2026-08-05T19:24:23.650655+00:00","lambda-2026-08-05T19:24:04.755697+00:00","4df145d1-af51-4124-a30d-6c85d1011877","","unknown","","linkedin","4440907171","https://www.linkedin.com/jobs/view/4440907171","active"
"b9e93185-a52b-4648-80ed-0ff5069b9c0d","indeed#00ea4b8edfc6b710","https://quantiphi.wd1.myworkdayjobs.com/en-US/Careers_at_Quantiphi/job/Canada---Remote/Senior-Software-Developer_JR11314","0","2026-08-05T19:24:07.020167+00:00","2026-08-05T19:24:07.020167+00:00","lambda-2026-08-05T19:24:04.755697+00:00","fb27dcc1-51f2-4d53-ac25-cfdd540259fc","2026-08-05T00:00:00","exact","2026-08-05","indeed","00ea4b8edfc6b710","https://ca.indeed.com/viewjob?jk=00ea4b8edfc6b710","active"
"d10111b0-dc83-4a5f-822e-0597ac7ef1d8","workday#rbc:/job/CALGARY-Alberta-Canada/Senior-Software-Engineer_R-0000180983-1","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/CALGARY-Alberta-Canada/Senior-Software-Engineer_R-0000180983-1","0","2026-08-05T19:08:06.177914+00:00","2026-08-05T19:08:06.177914+00:00","lambda-2026-08-05T19:07:39.515080+00:00","b7c35328-1839-4fcd-9c54-911e4326608d","2026-07-30T19:08:06.177914+00:00","relative","Posted 6 Days Ago","workday","rbc:/job/CALGARY-Alberta-Canada/Senior-Software-Engineer_R-0000180983-1","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/CALGARY-Alberta-Canada/Senior-Software-Engineer_R-0000180983-1","active"
"3b9a7c8f-62f9-4b98-9f54-16e7a3cbd667","workday#rbc:/job/TORONTO-Ontario-Canada/Software-Engineer_R-0000175505-1","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/TORONTO-Ontario-Canada/Software-Engineer_R-0000175505-1","0","2026-08-05T18:31:58.803340+00:00","2026-08-05T19:08:01.042485+00:00","lambda-2026-08-05T19:07:39.515080+00:00","350a5c7a-0176-4f79-9395-f3c77b1dd558","2026-07-17T19:08:01.042485+00:00","relative","Posted 19 Days Ago","workday","rbc:/job/TORONTO-Ontario-Canada/Software-Engineer_R-0000175505-1","https://rbc.wd3.myworkdayjobs.com/RBCGLOBAL1/job/TORONTO-Ontario-Canada/Software-Engineer_R-0000175505-1","active"
"c094a778-9c17-4098-ba08-f9a3eadd1088","linkedin#4448558911","https://www.linkedin.com/jobs/view/4448558911","0","2026-08-05T19:24:23.783109+00:00","2026-08-05T19:24:23.783109+00:00","lambda-2026-08-05T19:24:04.755697+00:00","1dfc76d3-687b-40e5-917f-e2c736c770ee","","unknown","","linkedin","4448558911","https://www.linkedin.com/jobs/view/4448558911","active"
"f8fb51f1-04bc-4c3c-8da8-b922c42fccca","linkedin#4434589847","https://www.linkedin.com/jobs/view/4434589847","0","2026-08-05T18:21:16.586417+00:00","2026-08-05T19:24:23.427711+00:00","lambda-2026-08-05T19:24:04.755697+00:00","8cd27993-70f2-497f-a6bb-c16eacf5b7bf","","unknown","","linkedin","4434589847","https://www.linkedin.com/jobs/view/4434589847","active"
"80cc156d-11d9-4f62-8b42-1ce30f86101b","indeed#e70cb4c81bb991b3","http://ca.indeed.com/job/data-science-developer-e70cb4c81bb991b3","0","2026-08-05T19:20:42.179584+00:00","2026-08-05T19:24:06.720471+00:00","lambda-2026-08-05T19:24:04.755697+00:00","0c9ffc0c-0704-4714-800f-8842a2b72e0b","2026-08-05T00:00:00","exact","2026-08-05","indeed","e70cb4c81bb991b3","https://ca.indeed.com/viewjob?jk=e70cb4c81bb991b3","active"
"f448979a-0f2a-443c-9fa5-2311b897a438","linkedin#4432013545","https://www.linkedin.com/jobs/view/4432013545","0","2026-08-05T18:20:46.546690+00:00","2026-08-05T19:20:50.746524+00:00","lambda-2026-08-05T19:20:36.238397+00:00","ee929ed6-82d3-48f5-9c6e-027cbb7756b5","","unknown","","linkedin","4432013545","https://www.linkedin.com/jobs/view/4432013545","active"
"fd2fe131-5e68-4689-918e-1eece73361b4","indeed#35ac71e860b6755e","http://ca.indeed.com/job/job-developer-35ac71e860b6755e","0","2026-08-05T18:20:38.037863+00:00","2026-08-05T19:20:42.670009+00:00","lambda-2026-08-05T19:20:36.238397+00:00","203fe5c4-916c-485c-88ab-0f9c31fafebd","2026-08-05T00:00:00","exact","2026-08-05","indeed","35ac71e860b6755e","https://ca.indeed.com/viewjob?jk=35ac71e860b6755e","active"
"00ea77bb-c9dc-47b2-8500-6c75f83f6260","indeed#96ee997ca22a664d","https://career.luxoft.com/jobs/senior-c-developer-26461","0","2026-08-05T19:24:06.857912+00:00","2026-08-05T19:24:06.857912+00:00","lambda-2026-08-05T19:24:04.755697+00:00","88b25a68-ba36-4180-9877-0b4942f5b1d9","2026-08-05T00:00:00","exact","2026-08-05","indeed","96ee997ca22a664d","https://ca.indeed.com/viewjob?jk=96ee997ca22a664d","active"
"4a6e6aa6-d129-4c92-b481-d6820dc26a05","linkedin#4432418431","https://www.linkedin.com/jobs/view/4432418431","0","2026-08-05T18:20:46.937355+00:00","2026-08-05T19:24:23.613428+00:00","lambda-2026-08-05T19:24:04.755697+00:00","994a75ca-2c05-408f-bae9-24136075dced","","unknown","","linkedin","4432418431","https://www.linkedin.com/jobs/view/4432418431","active"
"205c1a71-1b6e-43a6-9cf3-2d36e717602a","workday#td:/job/Toronto-Ontario/Software-Engineer--Java----Front-Office-Pricing---Risk_R_1503138","https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Toronto-Ontario/Software-Engineer--Java----Front-Office-Pricing---Risk_R_1503138","0","2026-08-05T19:07:46.310091+00:00","2026-08-05T19:07:46.310091+00:00","lambda-2026-08-05T19:07:39.515080+00:00","8a00f3a5-141d-4555-b988-9ea766eb26a1","2026-07-31T19:07:46.310091+00:00","relative","Posted 5 Days Ago","workday","td:/job/Toronto-Ontario/Software-Engineer--Java----Front-Office-Pricing---Risk_R_1503138","https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Toronto-Ontario/Software-Engineer--Java----Front-Office-Pricing---Risk_R_1503138","active"
"92f05b32-fafd-4427-a6f2-d3f13f0249d6","indeed#60328681cab89549","https://grnh.se/fk79ehw21us","0","2026-08-05T18:20:37.988872+00:00","2026-08-05T19:20:42.641960+00:00","lambda-2026-08-05T19:20:36.238397+00:00","806e65b4-72b3-4de0-8680-c911f4dac0ab","2026-08-05T00:00:00","exact","2026-08-05","indeed","60328681cab89549","https://ca.indeed.com/viewjob?jk=60328681cab89549","active"
"2c45d373-0af5-4b01-9b4a-0b09d820b81b","workday#cibc:/job/London-GBR/Executive-Director---Data-Product-Owner--Global-Markets_2615694","https://cibc.wd3.myworkdayjobs.com/search/job/London-GBR/Executive-Director---Data-Product-Owner--Global-Markets_2615694","0","2026-08-05T19:07:52.705797+00:00","2026-08-05T19:07:52.705797+00:00","lambda-2026-08-05T19:07:39.515080+00:00","651e0609-2518-4f47-9a09-2ed533e2cd1c","2026-07-28T19:07:52.705797+00:00","relative","Posted 8 Days Ago","workday","cibc:/job/London-GBR/Executive-Director---Data-Product-Owner--Global-Markets_2615694","https://cibc.wd3.myworkdayjobs.com/search/job/London-GBR/Executive-Director---Data-Product-Owner--Global-Markets_2615694","active"
"59b5e70a-ade0-4f8d-9916-d41deb981798","linkedin#4299602923","https://www.linkedin.com/jobs/view/4299602923","0","2026-08-05T18:20:46.745001+00:00","2026-08-05T19:20:50.847783+00:00","lambda-2026-08-05T19:20:36.238397+00:00","ce9c7307-8aa2-4d88-bbac-fda3e080ee18","","unknown","","linkedin","4299602923","https://www.linkedin.com/jobs/view/4299602923","active"
